,price,LotSize,Age,LandValue,LivingArea,Bedrooms,Fireplaces,Bathrooms,Rooms,Heating,Fuel,Sewer,Waterfront,NewConstruction
1301,210000,0.46,27,13800,1890,3,0,2.5,9,hot air,gas,septic,No,No
1302,159900,0.7,84,4600,1274,4,1,1,6,hot water/steam,oil,septic,No,No
1303,209000,0.55,14,3000,1716,4,0,2,6,hot air,oil,septic,No,No
1304,135000,0.35,22,12000,1336,2,1,1.5,4,electric,electric,septic,No,No
1305,200000,0.96,45,8700,1392,3,0,1,5,hot air,gas,septic,No,No
1306,432600,0.54,1,20400,2346,4,0,2.5,10,hot air,gas,septic,No,No
1307,195000,0.47,19,14100,1475,3,0,1.5,7,hot air,gas,septic,No,No
1308,165000,0.52,16,5500,1248,3,0,2,6,electric,electric,septic,No,No
1309,198000,0.15,16,10000,1920,4,1,2.5,10,electric,electric,septic,No,Yes
1310,219000,0.65,2,4000,2040,4,0,2.5,8,hot air,oil,septic,No,No
1311,430000,1.34,15,75700,2649,3,1,3,7,electric,electric,septic,Yes,No
1312,120000,0.17,105,4100,1500,3,0,1,6,hot air,oil,septic,No,No
1313,373735,0.53,1,233000,3163,4,1,2.5,10,hot air,gas,public/commercial,No,Yes
1314,183853,0.14,18,19600,1343,2,1,1.5,4,hot air,gas,public/commercial,No,No
1315,213500,0.46,17,36600,1573,3,1,2,5,hot air,gas,public/commercial,No,No
1316,155000,0.09,18,20500,1270,3,1,1.5,4,electric,electric,public/commercial,No,No
1317,197000,0.41,14,26700,1316,3,0,1.5,8,hot air,gas,public/commercial,No,No
1318,392499,0.48,11,47400,3092,4,1,2.5,11,hot air,gas,public/commercial,No,No
1319,229900,0.44,7,24200,1328,3,1,2.5,8,hot air,gas,public/commercial,No,No
1320,289250,0.42,14,28500,2560,4,1,2.5,12,hot water/steam,oil,septic,No,No
1321,189900,0.12,17,16800,1343,2,1,2.5,6,hot air,gas,public/commercial,No,No
1322,397200,0.46,1,3200,3250,4,1,3,12,hot air,gas,public/commercial,No,Yes
1323,389405,0.35,1,233000,3086,3,1,2.5,8,hot air,gas,public/commercial,No,Yes
1324,135000,0.66,155,25200,1080,2,1,1,3,hot water/steam,oil,septic,No,No
1325,174000,0.13,16,18200,1120,2,1,1.5,6,hot air,gas,public/commercial,No,No
1326,525000,0.46,1,70100,2876,5,1,3.5,12,hot air,gas,public/commercial,No,No
1327,135000,0.01,19,9900,1281,2,0,2.5,3,electric,electric,public/commercial,No,No
1328,412000,0.62,9,57800,2900,4,1,2.5,10,hot air,gas,public/commercial,No,No
1329,186000,0.08,18,20400,1512,2,1,1.5,7,hot air,gas,public/commercial,No,No
1330,453935,0.58,1,233000,2879,4,1,2.5,9,hot air,gas,public/commercial,No,Yes
1331,355000,0.69,3,43700,2537,4,1,2,11,hot air,gas,public/commercial,No,No
1332,186000,0.35,37,23500,1056,3,0,1,4,hot water/steam,gas,public/commercial,No,No
1333,197000,0.14,16,19600,1296,2,1,1.5,6,hot air,gas,public/commercial,No,No
1334,180000,0.13,18,20900,1512,2,1,1.5,3,electric,electric,public/commercial,No,No
1335,178000,0.47,27,32000,1338,3,1,2,7,hot air,oil,public/commercial,No,No
1336,305000,0.33,10,35400,2368,4,1,2.5,7,hot air,gas,public/commercial,No,No
1337,262000,0.46,8,25100,1528,3,0,2.5,4,hot air,gas,public/commercial,No,No
1338,225000,0.89,27,30900,1857,4,1,2.5,8,hot air,gas,public/commercial,No,No
1339,403040,0.49,0,233000,3320,4,1,2.5,12,hot air,gas,public/commercial,No,Yes
1340,388500,0.46,14,36600,2227,4,1,2.5,10,hot air,gas,public/commercial,No,No
1341,417000,0.13,6,46500,2742,4,1,2.5,11,hot air,gas,public/commercial,No,No
1342,410000,0.5,9,37800,2988,5,1,2.5,11,hot air,gas,public/commercial,No,No
1343,170000,0.35,17,37000,1656,3,1,1.5,8,hot air,gas,public/commercial,No,No
1344,295000,0.01,9,28400,1760,3,1,2.5,5,hot air,gas,public/commercial,No,No
1345,216000,0.38,39,25000,1702,4,1,1.5,8,hot air,gas,public/commercial,No,No
1346,221649,0.37,38,24500,1682,3,1,1.5,4,hot water/steam,gas,public/commercial,No,No
1347,199900,0.21,17,28800,1180,2,1,1.5,4,hot air,gas,public/commercial,No,No
1348,463000,0.64,3,153800,2885,4,1,2.5,10,hot air,gas,public/commercial,No,No
1349,146500,0.02,20,14900,1281,2,0,2.5,3,electric,electric,public/commercial,No,No
1350,225000,0.24,18,29500,1596,3,1,2,4,hot air,gas,public/commercial,No,No
1351,160000,0.16,21,15100,1184,3,0,2,4,electric,electric,public/commercial,No,No
1352,275055,0.46,1,108900,2745,4,1,3,8,hot air,gas,public/commercial,No,Yes
1353,315513,0.46,1,108900,2680,4,1,2.5,11,hot air,gas,public/commercial,No,Yes
1354,323759,0.35,1,108900,2483,3,1,2.5,10,hot air,gas,public/commercial,No,Yes
1355,167500,0.92,19,25000,1188,3,0,1,4,hot air,oil,septic,No,No
1356,272699,0.3,1,108900,2366,4,1,3,7,hot air,gas,public/commercial,No,Yes
1357,177500,0.31,19,27000,1508,3,1,1.5,4,hot air,gas,public/commercial,No,No
1358,128000,1,50,20500,792,2,0,1,4,hot water/steam,oil,septic,No,No
1359,317105,0.44,1,108900,3285,4,1,2.5,10,hot air,gas,public/commercial,No,No
1360,144500,0.15,18,15100,1673,2,0,2,5,electric,gas,public/commercial,No,No
1361,260000,0.33,7,26000,2000,4,0,2.5,7,hot air,gas,public/commercial,No,No
1362,244000,0.33,18,27000,1561,3,1,1.5,4,electric,electric,public/commercial,No,No
1363,287989,0.4,1,108900,2828,4,1,3,9,hot air,gas,public/commercial,No,Yes
1364,159000,0.16,18,15100,1592,3,0,1.5,8,electric,electric,public/commercial,No,No
1365,167000,0.16,18,15100,1184,3,0,2,8,electric,electric,public/commercial,No,No
1366,348000,0.17,14,10200,1708,2,1,2,4,hot air,oil,public/commercial,No,No
1367,140000,0.17,26,15200,1276,2,1,2,6,hot air,electric,public/commercial,No,No
1368,145000,0.15,20,15100,1184,2,0,1.5,3,electric,electric,public/commercial,No,No
1369,150450,0.17,21,15800,908,2,0,1,5,electric,electric,public/commercial,No,No
1370,230000,0.95,15,32800,1612,3,1,2,6,hot water/steam,gas,septic,No,No
1371,147423,0.16,19,15700,912,2,1,1.5,3,electric,electric,public/commercial,No,No
1372,223000,0.33,17,27000,1508,3,1,1.5,6,electric,electric,public/commercial,No,No
1373,167500,0.16,18,15100,1492,3,0,2.5,6,electric,electric,public/commercial,No,No
1374,299000,0.1,25,6000,874,3,1,1,5,electric,electric,public/commercial,No,No
1375,235900,0.59,33,26400,1573,4,1,2.5,6,hot water/steam,gas,public/commercial,No,No
1376,147000,0.24,115,7200,1227,3,1,1,5,hot air,gas,public/commercial,No,No
1377,305000,0.53,13,31300,2494,3,1,2.5,7,hot air,gas,septic,No,No
1378,154000,0.17,21,15800,912,2,0,1.5,7,electric,electric,public/commercial,No,No
1379,149000,0.15,20,15700,988,2,0,1,7,electric,electric,public/commercial,No,No
1380,300279,0.54,1,108900,2762,4,1,3,9,hot air,gas,septic,No,Yes
1381,278000,0.64,33,26500,2625,4,1,2.5,10,hot water/steam,gas,public/commercial,No,No
1382,202000,0.47,28,24600,1222,2,0,1,6,electric,electric,public/commercial,No,No
1383,328463,0.49,1,108900,3144,4,1,2.5,10,hot air,gas,public/commercial,No,Yes
1384,185000,0.45,16,25000,1173,3,1,1,5,hot air,gas,septic,No,No
1385,128000,0.17,21,15800,908,2,0,1,3,electric,electric,public/commercial,No,No
1386,335000,0.92,16,32700,2274,4,1,2.5,10,hot water/steam,gas,septic,No,No
1387,148900,0.16,18,15700,908,2,0,1,4,electric,gas,public/commercial,No,No
1388,229900,0.43,16,25000,1540,3,0,1.5,6,hot air,gas,septic,No,No
1389,215000,0.49,28,24900,1196,4,1,2,7,hot air,gas,public/commercial,No,No
1390,253000,0.45,16,25000,1780,3,1,1.5,9,hot air,gas,septic,No,No
1391,304065,0.34,1,108900,2670,4,1,3,8,hot air,gas,public/commercial,No,Yes
1392,222000,0.34,26,27000,1581,3,1,1.5,5,hot air,gas,public/commercial,No,No
1393,165000,0.15,18,15100,1592,3,0,1.5,7,electric,electric,public/commercial,No,No
1394,275000,0.37,14,31200,2011,4,1,2.5,8,hot air,gas,septic,No,No
1395,325000,0.27,105,56500,1391,2,1,1,4,electric,electric,public/commercial,Yes,No
1396,406000,1.08,15,21100,2636,4,3,2.5,8,hot air,gas,septic,No,No
1397,230000,0.31,19,27000,1656,3,1,1.5,6,electric,electric,public/commercial,No,No
1398,125000,0.04,130,2400,1518,3,0,1,8,hot air,gas,public/commercial,No,No
1399,148000,0.41,84,18200,1182,3,1,1.5,8,hot air,oil,public/commercial,No,No
1400,279000,0.44,9,26000,1836,3,0,2.5,8,hot air,gas,public/commercial,No,No
1401,250000,0.62,14,31600,1529,2,1,2,6,hot air,gas,septic,No,No
1402,314940,0.37,0,108900,2715,4,1,3,10,hot air,gas,public/commercial,No,Yes
1403,165900,0.16,21,15100,1184,2,0,1.5,3,electric,electric,public/commercial,No,No
1404,150000,0.75,14,3700,1120,3,0,1.5,6,hot air,oil,septic,No,No
1405,133000,0.15,15,2500,1008,3,0,1,4,hot air,gas,public/commercial,No,No
1406,155000,0.37,18,2500,1008,3,0,1,7,electric,electric,septic,No,No
1407,220000,0.41,57,4800,2077,3,1,2,7,hot air,oil,septic,No,No
1408,229000,1.61,26,4500,1572,3,0,1.5,4,electric,electric,septic,No,No
1409,177000,0.63,34,5000,1874,4,0,1.5,9,hot water/steam,oil,septic,No,No
1410,120000,0.11,50,1300,768,2,0,1,6,hot air,gas,public/commercial,No,No
1411,195000,0.29,3,3800,1552,3,1,2.5,5,hot air,gas,septic,No,No
1412,315371,1,1,3400,2331,4,1,2.5,8,hot air,gas,septic,No,No
1413,137000,0.36,48,3600,960,2,0,1,3,hot air,gas,septic,No,No
1414,225700,0.36,19,13000,1720,3,0,1.5,9,electric,electric,public/commercial,No,No
1415,204900,0.34,20,13000,1437,3,0,1.5,8,electric,electric,public/commercial,No,No
1416,189500,0.34,19,13000,1510,3,0,2,8,hot air,oil,public/commercial,No,No
1417,374000,0.72,21,26000,3021,4,1,2.5,11,electric,electric,public/commercial,No,No
1418,319000,0.35,12,13000,1960,4,0,2.5,8,hot water/steam,gas,septic,No,No
1419,294100,0.39,11,13000,2112,3,1,2.5,10,hot water/steam,gas,septic,No,No
1420,440760,0.38,0,13000,2917,4,1,3,10,hot air,gas,septic,No,No
1421,128000,0.16,21,15700,912,2,1,1.5,4,electric,electric,public/commercial,No,No
1422,239505,0.37,1,108900,2244,3,1,2.5,10,hot air,gas,public/commercial,No,Yes
1423,141700,0.15,18,15100,1202,2,0,1.5,4,electric,electric,public/commercial,No,No
1424,215500,0.34,19,27000,2601,4,1,2.5,10,hot air,gas,public/commercial,No,No
1425,320210,0.81,1,108900,2492,3,1,2.5,9,hot air,gas,public/commercial,No,Yes
1426,273495,0.3,1,108900,2680,4,0,2.5,11,hot air,gas,public/commercial,No,Yes
1427,256350,0.35,1,108900,2271,3,1,2.5,6,hot air,gas,public/commercial,No,Yes
1428,255000,0.33,17,27000,2012,3,1,3,6,electric,electric,public/commercial,No,No
1429,124000,0.09,13,6700,920,3,0,1,8,electric,electric,public/commercial,No,No
1430,293000,1.94,5,110000,2111,3,1,2,9,hot air,gas,septic,No,No
1431,147000,0.15,20,15100,1184,3,1,2,4,hot water/steam,gas,public/commercial,No,No
1432,284595,0.32,1,108900,2627,4,1,3,10,hot air,gas,public/commercial,No,Yes
1433,342269,0.39,1,108900,2641,4,1,3,9,hot air,gas,public/commercial,No,Yes
1434,229000,0.51,25,25000,1736,3,1,1.5,8,hot water/steam,gas,public/commercial,No,No
1435,216900,0.31,19,27000,1656,3,1,1.5,7,electric,electric,public/commercial,No,No
1436,164900,0.15,22,15100,1168,3,1,1.5,6,electric,electric,public/commercial,No,No
1437,149000,0.15,18,15100,1385,2,1,1.5,3,hot air,gas,public/commercial,No,No
1438,150000,0.18,85,3600,969,2,0,1,4,hot air,oil,septic,No,No
1439,214990,0.32,17,27000,1508,3,1,1.5,6,hot water/steam,gas,public/commercial,No,No
1440,173000,0.14,26,15100,1602,2,1,1.5,7,hot air,gas,public/commercial,No,No
1441,149900,0.17,19,15800,912,2,1,1.5,4,electric,electric,public/commercial,No,No
1442,155000,0.15,18,15100,1128,2,0,1.5,3,electric,electric,public/commercial,No,No
1443,170000,0.16,18,15100,1514,3,1,1.5,5,electric,electric,public/commercial,No,No
1444,237500,0.37,19,27000,1535,3,0,2,5,hot water/steam,electric,public/commercial,No,No
1445,297065,0.45,1,108900,2722,4,0,3,9,hot air,gas,public/commercial,No,Yes
1446,342202,0.44,1,108900,2711,4,1,2.5,9,hot air,gas,public/commercial,No,Yes
1447,345264,0.88,1,108900,3020,4,1,3,11,hot air,gas,public/commercial,No,Yes
1448,325046,0.5,1,108900,2712,4,0,2.5,10,hot air,gas,public/commercial,No,Yes
1449,367000,1,19,21400,2556,4,1,2.5,8,electric,electric,septic,No,No
1450,159900,0.17,21,15200,1184,3,0,2,4,electric,electric,public/commercial,No,No
1451,145000,0.16,21,15700,912,2,1,1.5,3,hot air,gas,public/commercial,No,No
1452,272500,0.32,18,27000,2212,4,1,2.5,10,hot air,gas,public/commercial,No,No
1453,163255,0.09,25,15100,1602,2,1,1.5,3,hot air,gas,public/commercial,No,No
1454,319000,0.47,1,108900,3285,4,1,3,12,hot air,gas,public/commercial,No,Yes
1455,160600,0.15,20,15100,1406,2,0,1.5,3,electric,electric,public/commercial,No,No
1456,246000,0.34,20,27000,1472,3,1,2,6,hot air,gas,public/commercial,No,No
1457,153000,0.17,57,10200,1072,2,0,1,6,hot air,oil,public/commercial,No,No
1458,295000,0.48,15,30000,2504,5,1,2.5,10,hot air,gas,septic,No,No
1459,159000,0.16,18,15100,1184,2,0,1.5,3,electric,electric,public/commercial,No,No
1460,148400,0.15,20,15700,912,2,1,1.5,5,electric,electric,public/commercial,No,No
1461,311000,0.54,10,30000,2120,3,0,2.5,7,hot air,gas,public/commercial,No,No
1462,314000,0.53,1,108900,3344,4,1,3.5,11,hot air,gas,public/commercial,No,Yes
1463,250000,0.4,25,27000,2243,3,1,2.5,6,hot air,electric,public/commercial,No,No
1464,149000,0.16,21,15700,908,2,0,1,3,electric,electric,public/commercial,No,No
1465,307890,0.55,1,108900,2714,4,0,3,12,hot air,gas,public/commercial,No,Yes
1466,223000,0.33,18,27000,1360,3,1,1.5,8,electric,electric,public/commercial,No,No
1467,219000,0.47,27,24600,1719,3,1,1.5,5,electric,electric,public/commercial,No,No
1468,178000,0.48,28,24800,1404,3,1,1.5,6,electric,electric,public/commercial,No,No
1469,295925,0.56,0,108900,2134,4,1,2.5,9,hot air,gas,public/commercial,No,Yes
1470,141160,0.17,20,15800,912,2,0,1.5,6,electric,electric,public/commercial,No,No
1471,229900,0.34,9,30000,1423,3,1,1.5,8,electric,electric,public/commercial,No,No
1472,254900,0.33,10,30000,2044,3,0,2,5,hot air,gas,public/commercial,No,No
1473,126000,0.85,28,3900,896,2,0,1,4,hot air,oil,septic,No,No
1474,176500,0.37,55,4600,1380,3,1,1.5,6,hot water/steam,oil,septic,No,No
1475,161800,0.34,41,3500,960,3,0,1,7,hot air,gas,septic,No,No
1476,112200,0.14,44,2400,840,2,0,1,4,hot air,gas,public/commercial,No,No
1477,154500,0.54,35,5700,1820,4,0,1.5,8,hot water/steam,gas,septic,No,No
1478,300000,0.92,19,5000,2144,3,1,2.5,8,hot air,oil,septic,No,No
1479,206000,0.1,17,5100,1610,3,0,2,8,hot air,gas,septic,No,No
1480,257000,0.75,6,1700,1752,3,0,2.5,7,hot air,gas,septic,No,No
1481,182000,0.38,36,3300,1729,4,1,1.5,8,hot water/steam,gas,septic,No,No
1482,161000,0.59,37,4400,1056,3,0,1,6,hot air,gas,septic,No,No
1483,176000,0.42,21,12250,1292,3,0,1.5,6,electric,electric,public/commercial,No,No
1484,177160,0.41,35,7200,832,3,0,1,8,hot air,oil,public/commercial,No,No
1485,355063,0.36,0,13000,2256,4,1,2.5,8,hot air,gas,septic,No,Yes
1486,213000,0.48,20,10000,1274,3,1,2,4,electric,electric,public/commercial,No,No
1487,266500,0.52,18,13000,1608,3,0,2.5,4,electric,electric,public/commercial,No,No
1488,285000,0.36,13,13000,1868,3,1,2.5,9,hot water/steam,gas,septic,No,No
1489,178900,0.35,21,36500,1554,3,0,1,4,electric,electric,public/commercial,No,No
1490,300000,0.56,34,30800,3604,6,1,3.5,12,hot water/steam,gas,public/commercial,No,No
1491,211000,0.49,41,28600,1887,4,1,2.5,8,hot water/steam,gas,public/commercial,No,No
1492,451000,2,52,84000,1326,3,0,1,7,hot air,oil,public/commercial,No,No
1493,201400,0.49,30,28600,1876,3,1,2.5,6,hot water/steam,gas,public/commercial,No,No
1494,195900,0.4,34,30000,1672,3,1,0,5,hot air,gas,public/commercial,No,No
1495,190000,0.57,35,34900,2064,4,1,2.5,6,hot air,gas,public/commercial,No,No
1496,150000,0.21,19,19100,1138,2,1,1,4,electric,electric,public/commercial,No,No
1497,206000,1,19,36000,1814,3,1,1.5,7,hot air,gas,septic,No,No
1498,285000,0.32,28,35000,2380,4,1,1.5,10,electric,electric,public/commercial,No,No
1499,120000,0.2,24,14000,976,2,0,2,3,electric,electric,public/commercial,No,No
1500,377500,1,21,116300,2886,4,2,2.5,9,hot air,gas,public/commercial,No,No
1501,340000,0.55,8,19300,2483,4,1,2.5,10,hot air,gas,public/commercial,No,No
1502,240000,0.45,35,32300,1846,3,1,1.5,6,hot air,gas,public/commercial,No,No
1503,295000,0.49,17,36900,2592,4,1,2.5,12,hot air,gas,public/commercial,No,No
1504,215000,0.63,21,39100,1792,3,0,1.5,9,electric,electric,public/commercial,No,No
1505,275000,0.47,35,27800,2588,4,1,2.5,10,hot water/steam,gas,public/commercial,No,No
1506,189000,0.81,53,21600,1210,3,0,1,7,hot water/steam,gas,septic,No,No
1507,156000,0.09,26,17600,1290,2,1,1.5,3,hot air,gas,public/commercial,No,No
1508,410000,0.79,11,86900,2444,4,1,3,11,hot air,gas,septic,No,No
1509,264500,0.46,34,27400,2376,4,2,2.5,9,hot water/steam,gas,public/commercial,No,No
1510,145500,0.09,20,17600,1480,3,0,1.5,4,hot air,gas,public/commercial,No,No
1511,116500,0.08,22,17200,1375,2,0,1.5,4,hot air,gas,public/commercial,No,No
1512,264500,0.44,40,26600,2676,4,1,2.5,11,hot water/steam,gas,public/commercial,No,No
1513,215000,0.3,32,24500,1778,3,1,1.5,6,hot air,gas,public/commercial,No,No
1514,263000,0.6,28,28800,2570,5,1,2.5,12,hot water/steam,gas,public/commercial,No,No
1515,243000,0.57,9,34900,1272,2,0,1.5,6,hot air,gas,public/commercial,No,No
1516,203000,0.29,30,23900,1852,3,1,1.5,6,hot air,gas,public/commercial,No,No
1517,335000,0.61,10,34700,2298,4,1,2.5,9,hot air,gas,septic,No,No
1518,385000,0.5,7,17500,2259,4,1,2.5,9,hot air,gas,public/commercial,No,No
1519,210000,0.59,38,31700,2426,4,1,2.5,7,hot water/steam,gas,public/commercial,No,No
1520,154000,0.14,20,18400,1480,3,1,1.5,5,hot water/steam,gas,public/commercial,No,No
1521,155000,0.17,20,18700,1244,2,0,2,6,hot air,gas,public/commercial,No,No
1522,165000,0.17,22,18700,1479,3,0,1.5,4,hot air,gas,public/commercial,No,No
1523,300000,0.7,15,40000,2358,4,0,2.5,7,hot air,gas,public/commercial,No,No
1524,240000,0.46,33,32700,1453,4,1,2,9,hot air,gas,public/commercial,No,No
1525,182000,0.35,40,27800,2080,4,1,1.5,10,hot air,gas,public/commercial,No,No
1526,194000,6.15,64,73500,1960,3,1,1.5,9,hot water/steam,oil,septic,No,No
1527,410000,0.44,3,13200,2600,4,1,2.5,10,hot air,gas,public/commercial,No,No
1528,280000,0.85,18,40800,1897,4,1,2.5,7,hot air,gas,public/commercial,No,No
1529,235000,0.47,37,27800,1872,4,1,2.5,9,hot water/steam,gas,public/commercial,No,No
1530,185000,0.06,27,16400,1260,2,1,1.5,6,hot air,gas,public/commercial,No,No
1531,167000,0.21,21,14700,1228,3,1,1.5,5,hot air,gas,public/commercial,No,No
1532,206500,0.5,35,34500,1956,4,0,2,7,hot air,gas,public/commercial,No,No
1533,165000,0.05,19,16000,1480,3,0,2.5,6,hot air,gas,public/commercial,No,No
1534,230000,0.35,42,27800,1793,4,1,1.5,9,hot air,gas,septic,No,No
1535,235000,0.73,34,35700,2078,4,1,1.5,6,hot air,gas,public/commercial,No,No
1536,200500,0.69,26,27900,1666,3,1,1.5,4,hot air,gas,septic,No,No
1537,310000,0.46,21,27400,2378,3,1,2.5,9,hot water/steam,gas,public/commercial,No,No
1538,169900,0.06,27,16400,1452,3,1,1.5,5,hot air,gas,public/commercial,No,No
1539,210500,0.28,22,32000,1792,3,1,1.5,5,electric,electric,public/commercial,No,No
1540,305000,0.92,16,35900,2290,4,1,2,7,hot water/steam,oil,septic,No,No
1541,508000,0.17,1,116700,3511,4,1,2.5,12,hot air,gas,public/commercial,No,No
1542,220000,0.41,39,30500,1922,4,0,1.5,9,hot air,gas,public/commercial,No,No
1543,256000,0.5,20,29000,2263,4,1,2.5,11,hot water/steam,gas,public/commercial,No,No
1544,196900,0.41,35,30500,1672,4,0,1.5,6,hot air,gas,public/commercial,No,No
1545,233000,0.26,30,21900,1902,3,1,1.5,5,hot air,gas,public/commercial,No,No
1546,140000,0.06,20,16400,1479,2,1,1.5,7,hot air,gas,public/commercial,No,No
1547,162900,0.12,20,18200,1314,2,1,1.5,5,electric,electric,public/commercial,No,No
1548,178000,0.17,18,18700,1302,2,0,1.5,4,electric,electric,public/commercial,No,No
1549,265000,0.67,40,34100,2310,5,1,2.5,10,hot water/steam,gas,public/commercial,No,No
1550,454900,0.66,9,75800,2880,4,1,2.5,11,hot air,gas,public/commercial,No,No
1551,215000,5.65,53,69400,1948,2,1,1.5,5,hot air,oil,public/commercial,No,No
1552,248000,0.67,16,39600,1613,3,1,1.5,8,hot air,gas,public/commercial,No,No
1553,395000,0.7,16,35000,2803,4,1,3,10,hot water/steam,gas,public/commercial,No,No
1554,171500,0.07,20,16800,1479,3,1,1.5,4,electric,electric,public/commercial,No,No
1555,268000,0.48,27,62000,2147,4,1,2.5,10,hot air,gas,public/commercial,No,No
1556,166500,0.06,20,16400,1314,2,1,1.5,4,electric,electric,public/commercial,No,No
1557,355000,0.43,7,39000,2330,4,1,2.5,7,hot air,gas,public/commercial,No,No
1558,165000,0.93,13,38300,1352,3,0,1,8,hot air,gas,septic,No,No
1559,300000,0.08,34,37300,2276,5,1,2.5,10,hot water/steam,gas,public/commercial,No,No
1560,350000,0.5,18,63500,2162,4,1,2.5,9,hot air,gas,public/commercial,No,No
1561,279900,0.49,19,62800,2091,4,1,2.5,8,hot air,gas,public/commercial,No,No
1562,265000,0.65,37,33500,2564,4,1,2.5,8,hot water/steam,gas,public/commercial,No,No
1563,267000,0.31,33,25100,2050,4,0,1.5,9,hot air,gas,public/commercial,No,No
1564,235000,0.76,38,35300,1768,3,0,2,5,hot water/steam,gas,public/commercial,No,No
1565,299900,0.46,18,60500,2497,3,1,2.5,9,hot air,gas,public/commercial,No,No
1566,167000,0.07,26,16800,1290,2,1,1.5,7,hot air,gas,public/commercial,No,No
1567,168000,0.4,149,28000,1776,3,0,2,8,hot air,oil,septic,No,No
1568,150000,0.07,21,16800,1480,3,0,1.5,6,electric,electric,public/commercial,No,No
1569,255000,0.41,21,25400,1910,4,0,2.5,6,hot air,gas,public/commercial,No,No
1570,455000,4.2,29,70500,2828,3,1,2.5,10,electric,electric,septic,No,No
1571,351100,0.46,3,16100,2535,4,1,2.5,10,hot air,gas,public/commercial,No,No
1572,315000,0.46,36,27400,2576,4,1,2.5,12,hot water/steam,gas,public/commercial,No,No
1573,220000,0.4,21,28000,1500,3,0,1.5,7,hot air,gas,public/commercial,No,No
1574,159000,0.14,20,18400,1480,3,0,1.5,8,electric,electric,public/commercial,No,No
1575,341000,0.57,16,68800,2250,3,1,2.5,8,hot air,gas,public/commercial,No,No
1576,276000,0.47,19,36600,1831,3,1,2,5,hot air,gas,public/commercial,No,No
1577,309000,0.49,19,62800,2214,4,1,2.5,10,hot air,gas,public/commercial,No,No
1578,217021,0.46,31,32700,1846,3,0,1.5,7,hot water/steam,gas,septic,No,No
1579,188500,0.05,19,16000,1302,2,0,1.5,6,hot air,gas,public/commercial,No,No
1580,320000,0.55,33,50300,2212,4,1,2.5,9,hot air,gas,public/commercial,No,No
1581,247000,0.34,40,39000,1783,4,1,2.5,10,hot air,gas,public/commercial,No,No
1582,166000,0.1,21,18000,1480,2,1,1.5,7,electric,electric,public/commercial,No,No
1583,236000,0.15,37,38800,1794,3,0,2,6,hot water/steam,oil,septic,No,No
1584,233900,0.3,32,24500,1918,4,1,1.5,6,hot air,gas,public/commercial,No,No
1585,162740,0.07,21,16800,1480,3,1,1.5,8,hot air,gas,public/commercial,No,No
1586,225000,0.45,35,32300,1756,4,1,1.5,7,hot air,gas,public/commercial,No,No
1587,360000,0.91,17,77200,2499,4,1,3,7,hot water/steam,gas,public/commercial,No,No
1588,281520,0.56,34,30800,2310,5,1,3,8,hot water/steam,gas,public/commercial,No,No
1589,365000,0.56,0,37900,2950,4,1,2.5,12,hot air,gas,public/commercial,No,No
1590,315000,0.6,20,71000,2702,4,3,2.5,10,hot air,gas,public/commercial,No,No
1591,297900,0.3,15,34000,2288,3,1,2.5,8,hot air,gas,public/commercial,No,No
1592,270000,0.42,35,30900,1838,4,0,1.5,7,hot air,gas,public/commercial,No,No
1593,260000,0.42,27,25800,2310,4,1,2.5,10,hot water/steam,gas,public/commercial,No,No
1594,72000,0.33,85,24600,1152,3,0,1,6,electric,electric,septic,No,No
1595,229500,0.34,22,22600,1577,3,0,2,8,hot air,gas,public/commercial,No,No
1596,275000,0.54,19,30200,2175,4,1,2.5,10,hot water/steam,gas,public/commercial,No,No
1597,155000,0.29,23,19500,1375,2,0,1.5,4,hot air,gas,public/commercial,No,No
1598,225570,0.37,27,23800,1616,3,1,3,8,hot water/steam,gas,public/commercial,No,No
1599,224000,0.54,38,34700,1954,4,1,2,10,hot air,gas,public/commercial,No,No
1600,290000,0.61,34,32300,2728,4,1,2.5,10,hot water/steam,gas,public/commercial,No,No
1601,262000,0.64,35,33200,2553,4,1,2.5,9,hot water/steam,gas,public/commercial,No,No
1602,319900,0.34,3,11900,1963,4,1,2.5,8,hot air,gas,public/commercial,No,No
1603,265000,0.45,43,27000,2564,4,1,2.5,11,hot water/steam,gas,public/commercial,No,No
1604,255000,0.33,19,35500,1792,3,1,1.5,7,electric,gas,public/commercial,No,No
1605,217300,0.35,40,27800,1663,3,1,1,8,hot water/steam,gas,public/commercial,No,No
1606,291000,0.49,6,17200,2070,4,1,2.5,6,hot air,gas,public/commercial,No,No
1607,319000,0.46,26,48000,2588,4,1,2.5,12,hot air,oil,public/commercial,No,No
1608,271500,0.54,35,30200,2276,5,1,2.5,9,hot water/steam,gas,public/commercial,No,No
1609,224900,0.48,45,28200,1732,4,0,2,7,hot air,gas,public/commercial,No,No
1610,260000,0.63,39,32900,2310,5,1,2.5,9,hot water/steam,gas,public/commercial,No,No
1611,199900,0.63,38,22100,1742,4,1,1,10,hot water/steam,gas,septic,No,No
1612,252659,0.41,36,25400,2802,4,1,2.5,8,hot water/steam,gas,public/commercial,No,No
1613,312500,0.46,16,36400,1902,4,1,2.5,6,hot air,gas,public/commercial,No,No
1614,290000,0.46,22,48000,2030,4,1,2.5,10,hot air,gas,public/commercial,No,No
1615,155000,0.57,59,29900,1498,2,1,1,7,hot air,gas,public/commercial,No,No
